google_place_url,business_name,business_website,business_phone,email_1,email_2,type,sub_types,full_address,borough,street,city,postal_code,state,country,timezone,latitude,longitude,review_url,total_reviews,average_rating,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,google_id,contact_page,facebook,twitter,instagram,youtube,linkedin,website_built_with,website_title,website_desc
https://www.google.com/maps?cid=8514958690152974279,Criterion Hotel Rochester,https://www.facebook.com/p/Criterion-Hotel-Rochester-100067103224672/,+61 3 5484 3145,,,Pub,"Pub, Beer garden, Bistro, Gluten-free restaurant, Ice cream shop","49 MacKay St, Rochester VIC 3561, Australia",,49 MacKay St,Rochester,3561.0,Victoria,Australia,Australia/Melbourne,-36.3613536,144.7017148,"https://search.google.com/local/reviews?placeid=ChIJYdNdQdmt2WoRx4exg9A1K3Y&q=African+restaurant+in+Rochester,+Victoria,+Australia&authuser=0&hl=en&gl=US",169.0,4.3,"{1: 9, 2: 3, 3: 13, 4: 46, 5: 98}",9.0,3.0,13.0,46.0,98.0,0x6ad9add9415dd361:0x762b35d083b187c7,,https://www.facebook.com/login/,,,,,,Facebook,
https://www.google.com/maps?cid=14057179334624291899,The Heritage Hotel,https://www.heritage-hotel.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=The%20Heritage%20Hotel%20-%20Wilberforce&utm_term=plcid_3018397394707061424,+61 2 4575 1603,manager@heritage-hotel.com.au,,Pub,"Pub, Bistro, Hotel","10 Rose St, Wilberforce NSW 2756, Australia",,10 Rose St,Wilberforce,2756.0,New South Wales,Australia,Australia/Sydney,-33.5657043,150.8393249,"https://search.google.com/local/reviews?placeid=ChIJN61vQOtjDWsROyw-cCAiFcM&q=African+restaurant+in+Wilberforce,+New+South+Wales,+Australia&authuser=0&hl=en&gl=US",359.0,4.3,"{1: 13, 2: 5, 3: 28, 4: 113, 5: 200}",13.0,5.0,28.0,113.0,200.0,0x6b0d63eb406fad37:0xc3152220703e2c3b,https://heritage-hotel.com.au/contact,https://www.facebook.com/Heritage.Hotel.Wilberforce,,https://www.instagram.com/theheritage_hotel,,,Drupal 9 (https://www.drupal.org),"Local Hotel & Pub in Wilberforce, NSW | The Heritage Hotel","Situated in the picturesque Hawkesbury region, the Heritage Hotel offers a family friendly bistro, value accommodation & the perfect local for an ice cold brew."
https://www.google.com/maps?cid=6477482390679360753,Barron Falls Hotel,,+61 7 4093 7203,,,Pub,"Pub, Liquor store, Wine store","34 Coondoo St, Kuranda QLD 4881, Australia",,34 Coondoo St,Kuranda,4881.0,Queensland,Australia,Australia/Brisbane,-16.8193097,145.6361604,"https://search.google.com/local/reviews?placeid=ChIJK8foHkNweGkR8ZRKR-qj5Fk&q=Afghan+restaurant+in+Kuranda,+Queensland,+Australia&authuser=0&hl=en&gl=US",98.0,4.2,"{1: 7, 2: 5, 3: 7, 4: 21, 5: 58}",7.0,5.0,7.0,21.0,58.0,0x697870431ee8c72b:0x59e4a3ea474a94f1,,,,,,,,,
https://www.google.com/maps?cid=3079294866717041524,Northcliffe Workers Club,,+61 8 9776 7027,,,Pub,Pub,"181 Mill No 1 Rd, Boorara Brook WA 6262, Australia",,181 Mill No 1 Rd,Boorara Brook,6262.0,Western Australia,Australia,Australia/Perth,-34.6448876,116.1232577,"https://search.google.com/local/reviews?placeid=ChIJ7fVIMkWVOioRdGNa0V3auyo&q=Aged+care+in+6262,+BOORARA+BROOK,+WA,+Australia&authuser=0&hl=en&gl=US",47.0,4.5,"{1: 0, 2: 1, 3: 3, 4: 13, 5: 30}",0.0,1.0,3.0,13.0,30.0,0x2a3a95453248f5ed:0x2abbda5dd15a6374,,,,,,,,,
https://www.google.com/maps?cid=17286431300401519533,Currabubula Pub,http://www.currapub.com/,+61 2 6768 9005,currabubula@gmail.com,,Pub,Pub,"25 Davis St, Currabubula NSW 2342, Australia",,25 Davis St,Currabubula,2342.0,New South Wales,Australia,Australia/Sydney,-31.2640256,150.7318523,"https://search.google.com/local/reviews?placeid=ChIJOQVHSBGNCmsRrVugJq695e8&q=Afghan+restaurant+in+2342,+CURRABUBULA,+NSW,+Australia&authuser=0&hl=en&gl=US",315.0,4.6,"{1: 5, 2: 5, 3: 12, 4: 76, 5: 217}",5.0,5.0,12.0,76.0,217.0,0x6b0a8d1148470539:0xefe5bdae26a05bad,,https://www.facebook.com/CurrabubulaPub/,,https://www.instagram.com/currabubula_pub,,,Wix.com Website Builder,Currabubula Pub,"Currabubula Pub is a friendly and enjoyable place to enjoy a drink, food and great atmosphere"
https://www.google.com/maps?cid=11702498863993306345,Little River Hotel Motel,https://m.facebook.com/thelittleriverhotelvictoria/,+61 3 5283 1113,,,Pub,"Pub, Bar","10/14 Flinders St, Little River VIC 3211, Australia",,10/14 Flinders St,Little River,3211.0,Victoria,Australia,Australia/Melbourne,-37.9651489,144.4972991,"https://search.google.com/local/reviews?placeid=ChIJWwJ8giGe1moR6by73LagZ6I&q=African+restaurant+in+3212,+AVALON,+VIC,+Australia&authuser=0&hl=en&gl=US",645.0,4.3,"{1: 36, 2: 17, 3: 48, 4: 167, 5: 377}",36.0,17.0,48.0,167.0,377.0,0x6ad69e21827c025b:0xa267a0b6dcbbbce9,,https://www.facebook.com/login/,,,,,,Facebook,
https://www.google.com/maps?cid=252670761376942294,Argenton Hotel,https://www.argentonhotel.com.au/,+61 2 4063 3500,info@argentonhotel.com.au,,Pub,"Pub, Bistro","515 Lake Rd, Argenton NSW 2284, Australia",,515 Lake Rd,Argenton,2284.0,New South Wales,Australia,Australia/Sydney,-32.9355997,151.6294094,"https://search.google.com/local/reviews?placeid=ChIJHygewhc8c2sR1ggAAbiqgQM&q=African+restaurant+in+2284,+ARGENTON,+NSW,+Australia&authuser=0&hl=en&gl=US",1321.0,3.9,"{1: 114, 2: 75, 3: 160, 4: 391, 5: 581}",114.0,75.0,160.0,391.0,581.0,0x6b733c17c21e281f:0x381aab8010008d6,https://argentonhotel.com.au/contact/,https://www.facebook.com/The-Argenton-Hotel-115190425163063/,,https://www.instagram.com/theargentonhotel/,,,Site Kit by Google 1.133.0,Your Premier Destination | Argenton Hotel,"Argenton Hotel: Your go-to destination for dining, entertainment, and relaxation in Argenton. Discover delicious cuisine, live events, and a welcoming atmosphere. Join us for a memorable experience today!"
https://www.google.com/maps?cid=17622462717645943358,Litchfield Pub,,+61 8 8988 6044,,,Pub,"Pub, Bistro, Liquor store","175 Darwin River Rd, Darwin River NT 0841, Australia",,175 Darwin River Rd,Darwin River,841.0,Northern Territory,Australia,Australia/Darwin,-12.7810583,130.9625701,"https://search.google.com/local/reviews?placeid=ChIJs6OXxHpCvywRPvLZUHmQj_Q&q=Afghan+restaurant+in+0841,+DARWIN+RIVER,+NT,+Australia&authuser=0&hl=en&gl=US",67.0,4.2,"{1: 2, 2: 5, 3: 5, 4: 20, 5: 35}",2.0,5.0,5.0,20.0,35.0,0x2cbf427ac497a3b3:0xf48f907950d9f23e,,,,,,,,,
https://www.google.com/maps?cid=2295540305469328347,Darwin River Tavern,https://www.darwinrivertavern.com.au/,+61 8 8988 6044,,,Pub,Pub,"195 Darwin River Rd, Darwin River NT 0841, Australia",,195 Darwin River Rd,Darwin River,841.0,Northern Territory,Australia,Australia/Darwin,-12.7809847,130.9623883,"https://search.google.com/local/reviews?placeid=ChIJyxOXxHpCvywR20sX275l2x8&q=Afghan+restaurant+in+0841,+DARWIN+RIVER,+NT,+Australia&authuser=0&hl=en&gl=US",486.0,4.2,"{1: 32, 2: 14, 3: 46, 4: 123, 5: 271}",32.0,14.0,46.0,123.0,271.0,0x2cbf427ac49713cb:0x1fdb65bedb174bdb,,,,,,,,,
https://www.google.com/maps?cid=13455033813155452360,Torres Hotel,,+61 7 4069 1141,,,Pub,Pub,"118 Douglas St, Thursday Island QLD 4875, Australia",,118 Douglas St,Thursday Island,4875.0,Queensland,Australia,Australia/Brisbane,-10.5833876,142.2162322,"https://search.google.com/local/reviews?placeid=ChIJi9AMma9vsGkRyBUAGvfhubo&q=African+restaurant+in+Thursday+Island,+Queensland,+Australia&authuser=0&hl=en&gl=US",113.0,4.3,"{1: 6, 2: 4, 3: 6, 4: 33, 5: 64}",6.0,4.0,6.0,33.0,64.0,0x69b06faf990cd08b:0xbab9e1f71a0015c8,,,,,,,,,
https://www.google.com/maps?cid=18275931717382168270,Richie's Tavern,https://richiestavern.com.au/,+61 8 8398 4244,,,Pub,"Pub, Gambling house, Hotel","24 Hutchinson St, Mount Barker SA 5251, Australia",,24 Hutchinson St,Mount Barker,5251.0,South Australia,Australia,Australia/Adelaide,-35.0654576,138.8590373,"https://search.google.com/local/reviews?placeid=ChIJyaiD_l0wt2oRzt7bIREnof0&q=African+restaurant+in+Mount+Barker,+South+Australia,+Australia&authuser=0&hl=en&gl=US",46.0,4.2,"{1: 0, 2: 3, 3: 7, 4: 16, 5: 20}",0.0,3.0,7.0,16.0,20.0,0x6ab7305dfe83a8c9:0xfda1271121dbdece,https://www.richiestavern.com.au/contact/,,,,,,WordPress 6.6.1,Richies Tavern | Gaming Lounge & Bar | Mount Barker,"Richies Tavern is a gaming room with a quint bar and seating area. Located on Hutchinson Street in Mount Barker, Richies Tavern is a friendly and welcoming gaming lounge."
https://www.google.com/maps?cid=4745419520844176469,Bligh Park Hotel,https://www.blighparkhotel.com.au/,+61 2 4545 2540,,,Pub,Pub,"101 Ham St, South Windsor NSW 2756, Australia",,101 Ham St,South Windsor,2756.0,New South Wales,Australia,Australia/Sydney,-33.6263237,150.8061932,"https://search.google.com/local/reviews?placeid=ChIJgZrxRXydEmsRVRwfcukd20E&q=Afghan+restaurant+in+2756,+BLIGH+PARK,+NSW,+Australia&authuser=0&hl=en&gl=US",176.0,4.0,"{1: 12, 2: 14, 3: 18, 4: 50, 5: 82}",12.0,14.0,18.0,50.0,82.0,0x6b129d7c45f19a81:0x41db1de9721f1c55,,,,,,,,,
https://www.google.com/maps?cid=7579101853706454486,Hotel Pacific,http://www.hotelpacific.com.au/,+61 7 5591 5611,,,Pub,"Pub, Australian restaurant, Bistro, Function room facility, Hotel, Liquor store, Wedding venue","Shop 1035, Level 1 Australia Fair Shopping Centre, Marine Parade, Southport QLD 4215, Australia",,"Shop 1035, Level 1 Australia Fair Shopping Centre, Marine Parade",Southport,4215.0,Queensland,Australia,Australia/Brisbane,-27.9674697,153.4163769,"https://search.google.com/local/reviews?placeid=ChIJ3dLGpZIPkWsR1oWt6vpgLmk&q=Abbey+in+4215,+AUSTRALIA+FAIR,+QLD,+Australia&authuser=0&hl=en&gl=US",616.0,4.3,"{1: 30, 2: 21, 3: 54, 4: 158, 5: 353}",30.0,21.0,54.0,158.0,353.0,0x6b910f92a5c6d2dd:0x692e60faeaad85d6,http://hotelpacific.com.au/#footer-contact,https://www.facebook.com/hotelpacificgoldcoast/,,https://www.instagram.com/hotelpacificgoldcoast/,,,Magento,Hotel Pacific | Star Hotels,Star Hotels…
https://www.google.com/maps?cid=2694494375027131322,Bamaga Tavern,https://bamagatavern.com.au/,+61 7 4069 3256,,,Pub,Pub,"182 Adidi St, Bamaga QLD 4876, Australia",,182 Adidi St,Bamaga,4876.0,Queensland,Australia,Australia/Brisbane,-10.8885049,142.3879699,"https://search.google.com/local/reviews?placeid=ChIJA5Op0h-jumkRusPHqFvEZCU&q=Afghan+restaurant+in+4876,+BAMAGA,+QLD,+Australia&authuser=0&hl=en&gl=US",84.0,4.4,"{1: 0, 2: 4, 3: 7, 4: 28, 5: 45}",0.0,4.0,7.0,28.0,45.0,0x69baa31fd2a99303:0x2564c45ba8c7c3ba,,,,,,,,,
https://www.google.com/maps?cid=13951082000532487248,Cabramatta Hotel,http://www.cabramattahotel.com.au/,+61 2 9724 1619,enquiries@cabramattahotel.com.au,,Pub,"Pub, Bar, Beer garden, Chinese restaurant, Dumpling restaurant, Sports bar","174-176 Cabramatta Rd W, Cabramatta West NSW 2166, Australia",,174-176 Cabramatta Rd W,Cabramatta West,2166.0,New South Wales,Australia,Australia/Sydney,-33.8956289,150.9382262,"https://search.google.com/local/reviews?placeid=ChIJIXPL8A6WEmsRULwV2ikznME&q=Afghan+restaurant+in+2166,+CABRAMATTA,+NSW,+Australia&authuser=0&hl=en&gl=US",504.0,4.0,"{1: 61, 2: 16, 3: 62, 4: 112, 5: 253}",61.0,16.0,62.0,112.0,253.0,0x6b12960ef0cb7321:0xc19c3329da15bc50,http://cabramattahotel.com.au/#cabramatta-hotel-contact,https://www.facebook.com/cabramattahotel,,https://www.instagram.com/cabramattahotel,,,WordPress,CABRAMATTA HOTEL,
https://www.google.com/maps?cid=13638593755738290572,Wheatsheaf Hotel,http://wheatsheafhotel.com.au/,+61 8 8443 4546,thewheaty@wheatsheafhotel.com.au,,Pub,"Pub, Bar, Live music venue","39 George St, Thebarton SA 5031, Australia",,39 George St,Thebarton,5031.0,South Australia,Australia,Australia/Adelaide,-34.9189155,138.575292,"https://search.google.com/local/reviews?placeid=ChIJLcRT9EbPsGoRjDmkrsIERr0&q=African+restaurant+in+5032,+BROOKLYN+PARK,+SA,+Australia&authuser=0&hl=en&gl=US",1336.0,4.7,"{1: 17, 2: 11, 3: 48, 4: 258, 5: 1002}",17.0,11.0,48.0,258.0,1002.0,0x6ab0cf46f453c42d:0xbd4604c2aea4398c,http://wheatsheafhotel.com.au/mailto:thewheaty@wheatsheafhotel.com.au,https://www.facebook.com/wheatsheafhotel,http://twitter.com/thewheaty,https://instagram.com/thewheaty,,,,"
Home | The Wheatsheaf Hotel
",
https://www.google.com/maps?cid=4469335857480144811,Commonwealth Hotel,https://www.ausvenueco.com.au/queensland/venue/commonwealth-hotel/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,info@commonwealthinnisfail.com.au,,Pub,"Pub, Bar, Beer garden, Gambling house","137 Edith St, Innisfail QLD 4860, Australia",,137 Edith St,Innisfail,4860.0,Queensland,Australia,Australia/Brisbane,-17.5237126,146.0241709,"https://search.google.com/local/reviews?placeid=ChIJJ5t3t9LEeGkRqxcFZ0hFBj4&q=African+restaurant+in+Innisfail,+Queensland,+Australia&authuser=0&hl=en&gl=US",28.0,4.1,"{1: 2, 2: 0, 3: 4, 4: 8, 5: 14}",2.0,0.0,4.0,8.0,14.0,0x6978c4d2b7779b27:0x3e064548670517ab,https://www.ausvenueco.com.au/contact/,https://www.facebook.com/theaustralianvenueco,,https://www.instagram.com/australianvenueco/,https://www.youtube.com/channel/UCFCZ4vLgTKnaGNKwzXXmYCQ,https://www.linkedin.com/company/australian-venue-co/,Drupal,Commonwealth Hotel - Queensland,"The Commonwealth Hotel has been a landmark in Innisfail since the 1930's, surviving countless cyclones including the recent Cyclone Larry. (Large sections of the roof and interior of the building were damaged and rebuilt)."
https://www.google.com/maps?cid=17757681208889377607,Salt Bar & Bistro,https://www.saltbar.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=plcid_1836776646530603638,+61 2 8322 2085,info@saltbar.com.au,,Pub,"Pub, Bistro, Function room facility, Liquor store, Wedding venue","1 Bells Blvd, Kingscliff NSW 2487, Australia",,1 Bells Blvd,Kingscliff,2487.0,New South Wales,Australia,Australia/Sydney,-28.2774813,153.578415,"https://search.google.com/local/reviews?placeid=ChIJL40syqv4kGsRRwN7qvn0b_Y&q=African+restaurant+in+Kingscliff,+New+South+Wales,+Australia&authuser=0&hl=en&gl=US",1020.0,4.0,"{1: 75, 2: 67, 3: 130, 4: 256, 5: 492}",75.0,67.0,130.0,256.0,492.0,0x6b90f8abca2c8d2f:0xf66ff4f9aa7b0347,https://saltbar.com.au/contact/,https://www.facebook.com/saltbar/,,https://www.instagram.com/saltbar_kingscliff/,,,WordPress,"Best Pub, Bistro & Bar Kingscliff - Salt Bar, Bistro & Function Venue","Welcome to Salt Bar, Kingscliff's best pub, bistro bar & function venue. The perfect place to enjoy a beachside meal on the Tweed Coast. Book online!"
https://www.google.com/maps?cid=2416272977226088957,Good Intent Grafton,http://www.goodintenthotel.com.au/,+61 2 6642 2188,enquiries@nchggoodintenthotel.com.au,,Pub,Pub,"65 Armidale St, South Grafton NSW 2460, Australia",,65 Armidale St,South Grafton,2460.0,New South Wales,Australia,Australia/Sydney,-29.7145878,152.9402254,"https://search.google.com/local/reviews?placeid=ChIJq6LoSjncm2sR_cHvh3hTiCE&q=African+restaurant+in+Grafton,+New+South+Wales,+Australia&authuser=0&hl=en&gl=US",88.0,4.2,"{1: 4, 2: 2, 3: 16, 4: 17, 5: 49}",4.0,2.0,16.0,17.0,49.0,0x6b9bdc394ae8a2ab:0x2188537887efc1fd,,,,https://www.instagram.com/good_intent_hotel_grafton,,,,Good Intent Hotel,
https://www.google.com/maps?cid=3716128374284580364,Neerim South Hotel,http://www.neerimsouthhotel.com.au/,+61 3 5628 1431,,,Pub,"Pub, Bistro, Liquor store, Takeout Restaurant, Motel","91-109 Main Neerim Rd, Neerim South VIC 3831, Australia",,91-109 Main Neerim Rd,Neerim South,3831.0,Victoria,Australia,Australia/Melbourne,-38.017591,145.953195,"https://search.google.com/local/reviews?placeid=ChIJB8BWIAy6KWsRDHb7SBFXkjM&q=African+restaurant+in+3831,+NEERIM,+VIC,+Australia&authuser=0&hl=en&gl=US",602.0,4.4,"{1: 9, 2: 16, 3: 35, 4: 198, 5: 344}",9.0,16.0,35.0,198.0,344.0,0x6b29ba0c2056c007:0x3392571148fb760c,https://neerimsouthhotel.com.au/?page_id=361,https://www.facebook.com/neerimsouthhotel,,https://www.instagram.com/neerimsouthhotel/,,,WordPress 6.6.1,Neerim South Hotel – Neerim South Hotel,
https://www.google.com/maps?cid=14763037555965757973,The Air Raid Tavern Centre,,+61 2 4474 2074,,,Pub,"Pub, Bar, Hotel","13/73 Vulcan St, Moruya NSW 2537, Australia",,13/73 Vulcan St,Moruya,2537.0,New South Wales,Australia,Australia/Sydney,-35.9110785,150.0804429,"https://search.google.com/local/reviews?placeid=ChIJ76OJZiLxFWsRFQoXcXDY4Mw&q=Abbey+in+Moruya,+New+South+Wales,+Australia&authuser=0&hl=en&gl=US",21.0,4.0,"{1: 3, 2: 1, 3: 1, 4: 3, 5: 13}",3.0,1.0,1.0,3.0,13.0,0x6b15f1226689a3ef:0xcce0d87071170a15,,,,,,,,,
